Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),ShareVolume
3/13/20,2.7,2.7,2.3,2.4,8176538
03-12-20,3,3,2.7,2.7,1448058
03-11-20,3.1,3.2,3,3,2495245
03-10-20,3.3,3.3,2.9,3,802722
03-06-20,3.5,3.5,3.2,3.3,640571
03-05-20,3.5,3.5,3.4,3.5,78120
03-04-20,3.5,3.5,3.4,3.5,363949
03-03-20,3.6,3.6,3.5,3.5,1448168
03-02-20,3.7,3.8,3.5,3.5,4903310
2/28/20,4,4,3.8,3.8,124816
2/27/20,3.8,4,3.8,3.9,54130
2/26/20,4,4,3.9,3.9,218375
2/25/20,4.1,4.2,4,4,236959
2/24/20,4.2,4.2,4,4,104500
2/20/20,4.4,4.4,4.1,4.2,323157
2/19/20,4.5,4.5,4.4,4.4,75638
2/18/20,4.4,4.5,4.4,4.5,29250
2/17/20,4.4,4.5,4.4,4.5,2292
2/14/20,4.5,4.5,4.4,4.4,12288
2/13/20,4.6,4.6,4.4,4.4,246065
02-12-20,4.7,4.7,4.6,4.6,172226
02-11-20,4.7,4.8,4.7,4.7,179378
02-10-20,4.8,4.8,4.7,4.7,14182
02-07-20,4.8,4.9,4.7,4.8,35716
02-06-20,4.8,4.9,4.8,4.8,702
02-05-20,4.8,4.9,4.8,4.9,50804
02-03-20,4.9,4.9,4.8,4.9,33183
1/31/20,4.9,4.9,4.9,4.9,1100
1/30/20,4.8,4.9,4.7,4.9,44713
1/29/20,4.8,4.9,4.8,4.8,2503
1/28/20,4.8,4.8,4.7,4.8,6990
1/27/20,4.9,4.9,4.8,4.8,120000
1/24/20,4.9,5,4.9,4.9,152612
1/23/20,4.9,5,4.8,4.9,168733
1/22/20,5,5,4.9,5,20271
1/21/20,4.9,4.9,4.8,4.9,83001
1/20/20,4.9,4.9,4.9,4.9,1026
1/17/20,4.9,4.9,4.8,4.8,6188
1/16/20,5,5,5,5,10111
1/14/20,5,5,4.8,5,2111
1/13/20,4.9,5,4.9,5,41101
01-09-20,4.9,4.9,4.8,4.8,34209
01-08-20,4.9,4.9,4.7,4.7,132333
01-07-20,4.9,5,4.9,4.9,12656
01-06-20,4.9,5.1,4.9,5,4540
01-03-20,5,5.1,4.9,4.9,17703
01-02-20,5,5.1,4.8,5.1,36620
12/31/19,5,5.1,4.9,5.1,51555
12/30/19,5,5.1,4.8,5,56035
12/27/19,4.9,5,4.9,5,45102
12/26/19,5,5,4.9,5,25254
12/24/19,5,5,4.9,4.9,29856
12/23/19,4.9,4.9,4.8,4.9,73100
12/20/19,5,5,4.8,4.9,1094755
12/19/19,5.1,5.1,5,5.1,7730
12/18/19,5.1,5.1,5,5.1,60818
12/17/19,5,5,5,5,51735
12/16/19,5,5.1,5,5,526686
12/13/19,5.1,5.1,5,5.1,153015
12-12-19,5,5.2,5,5.2,63727
12-10-19,5,5.1,5,5.1,21141
12-09-19,5.2,5.2,5,5.1,5760
12-06-19,5.1,5.1,5,5.1,1028055
12-05-19,5.2,5.2,5,5.1,599689
12-04-19,5.2,5.2,5.1,5.2,1133712
12-03-19,5.2,5.3,5.1,5.2,512879
12-02-19,5.2,5.3,5.2,5.2,41331
11/29/19,5.2,5.2,5,5.2,927275
11/28/19,5.2,5.3,5.1,5.3,585377
11/27/19,5.1,5.2,5.1,5.2,26603
11/26/19,5.1,5.2,5.1,5.2,11304
11/25/19,5.2,5.2,5,5.2,50438
11/22/19,5.2,5.2,5,5.1,94644
11/21/19,5,5.2,5,5.2,65220
11/20/19,5.2,5.2,5,5.2,164820
11/19/19,5,5.2,5,5.2,128002
11/18/19,5.3,5.3,5,5,1283793
11/15/19,5.1,5.2,5,5.1,584520
11/14/19,5.2,5.2,5,5,253300
11/13/19,5.1,5.2,5,5.2,53140
11-08-19,5.1,5.1,5,5.1,54708
11-07-19,5.2,5.2,5.1,5.1,131400
11-06-19,5.3,5.3,5.1,5.2,124810
11-05-19,5.2,5.3,5.2,5.3,34554
11-04-19,5.3,5.3,5.2,5.2,138240
11-01-19,5.2,5.3,5.1,5.1,183715
10/31/19,5.3,5.3,5.1,5.2,18932
10/30/19,5.2,5.3,5.1,5.2,66327
10/29/19,5.2,5.2,5.1,5.2,142399
10/28/19,5.3,5.3,5.1,5.1,131398
10/25/19,5.2,5.3,5.1,5.2,92574
10/24/19,5.2,5.2,5.1,5.2,252287
10/23/19,5.2,5.2,5,5.1,5011107
10/22/19,5.2,5.2,5,5.1,81445
10/21/19,5.3,5.3,5.1,5.2,116371
10/18/19,5.2,5.3,5.2,5.2,37700
10/17/19,5.2,5.2,5.1,5.2,61317
10/16/19,5.1,5.4,5.1,5.4,204309
10/15/19,5.3,5.3,5.2,5.3,32921
10/14/19,5.2,5.4,5.2,5.4,959081
10-11-19,5.3,5.3,5.1,5.1,116150
10-10-19,5.3,5.3,5.2,5.3,499000
10-09-19,5.2,5.2,5.1,5.2,290941
10-08-19,5.1,5.3,5.1,5.2,59140
10-07-19,5.3,5.4,5,5.3,55659
10-03-19,5.2,5.2,5,5.2,76880
10-02-19,5.2,5.2,5.2,5.2,1
10-01-19,5,5.2,5,5.2,4347
9/30/19,5,5.4,4.9,5.2,219240
9/27/19,5.1,5.2,5,5.2,17951
9/26/19,5.2,5.2,5.1,5.1,63832
9/25/19,5.4,5.4,5.2,5.2,260072
9/24/19,5.6,5.6,5.2,5.2,403971
9/23/19,5.5,5.6,5.4,5.6,82401
9/20/19,5.5,5.5,5.4,5.5,65457
9/19/19,5.5,5.5,5.5,5.5,450288
9/18/19,5.4,5.5,5.4,5.4,7300
9/17/19,5.5,5.5,5.3,5.4,44934
9/16/19,5.5,5.5,5.4,5.5,51677
09-12-19,5.4,5.5,5.4,5.4,138800
09-11-19,5.5,5.5,5.4,5.5,430231
09-10-19,5.6,5.6,5.5,5.6,116538
09-09-19,5.6,5.6,5.5,5.6,29120
09-06-19,5.5,5.6,5.5,5.6,15900
09-05-19,5.6,5.6,5.5,5.5,533009
09-04-19,5.7,5.7,5.6,5.6,14799
09-03-19,5.6,5.7,5.6,5.7,105950
09-02-19,5.8,5.8,5.6,5.7,17938
8/30/19,5.9,5.9,5.6,5.6,14814
8/29/19,5.5,5.8,5.5,5.8,2444325
8/28/19,5.5,5.8,5.5,5.7,217470
8/27/19,5.5,5.6,5.5,5.5,255807
8/26/19,5.6,5.6,5.5,5.6,125413
8/23/19,5.6,5.7,5.5,5.6,22124
8/22/19,5.7,5.7,5.5,5.6,59606
8/21/19,5.7,5.8,5.5,5.6,202150
8/20/19,5.7,5.7,5.7,5.7,210
8/19/19,5.7,5.7,5.5,5.7,237220
8/16/19,5.8,5.8,5.7,5.7,136302
8/15/19,6,6,5.8,5.8,235908
8/13/19,6,6,5.9,5.9,496132
08-09-19,5.9,6,5.9,6,121468
08-08-19,5.9,5.9,5.8,5.8,595352
08-07-19,5.8,6,5.7,5.9,1563593
08-06-19,5.9,5.9,5.7,5.9,813514
08-05-19,6,6,5.9,6,536261
08-02-19,6,6,5.8,6,359832
08-01-19,6,6.1,5.8,5.9,509301
7/31/19,6,6.2,6,6,845625
7/30/19,6.1,6.2,5.8,5.9,387833
7/29/19,6,6.3,6,6,1031716
7/26/19,5.9,6,5.7,6,2095570
7/25/19,5.6,5.9,5.6,5.8,1119000
7/24/19,5.6,5.8,5.6,5.7,1228816
7/23/19,5.5,5.7,5.5,5.6,174465
7/22/19,5.6,5.7,5.5,5.6,545988
7/19/19,5.6,5.7,5.5,5.6,2370159
7/18/19,5.5,5.6,5.5,5.6,2980372
7/17/19,5.5,5.6,5.4,5.5,609931
7/15/19,5.5,5.5,5.4,5.5,236745
07-12-19,5.6,5.6,5.4,5.5,118230
07-11-19,5.6,5.6,5.5,5.6,76863
07-10-19,5.5,5.7,5.5,5.6,790391
07-09-19,5.6,5.6,5.5,5.5,197802
07-08-19,5.5,5.6,5.5,5.5,939662
07-05-19,5.6,5.6,5.4,5.6,691551
07-05-19,5.6,5.6,5.4,5.6,691551
07-04-19,5.6,5.7,5.6,5.6,177872
07-03-19,5.5,5.7,5.5,5.6,468112
07-02-19,5.7,5.7,5.4,5.5,123413
07-01-19,5.6,5.7,5.5,5.6,178513
6/28/19,5.7,5.7,5.6,5.7,118708
6/27/19,5.3,5.7,5.3,5.6,1834367
6/26/19,5.2,5.3,5.2,5.3,37605
6/25/19,5.3,5.4,5.2,5.2,48932
6/24/19,5.4,5.4,5.3,5.3,79774
6/21/19,5.5,5.5,5.3,5.4,1292483
6/20/19,5.6,5.6,5.4,5.5,755343
6/19/19,5,5.7,5,5.5,3453557
6/18/19,4.9,5.1,4.9,5,1663740
6/17/19,4.9,4.9,4.8,4.8,96634
6/14/19,4.9,4.9,4.8,4.9,430405
6/13/19,5.1,5.1,4.8,4.9,1682991
06-12-19,4.9,5.4,4.9,5.1,3081337
06-11-19,4.6,5,4.6,4.9,9925030
06-10-19,4.3,4.7,4.3,4.6,1247585
06-07-19,4.3,4.6,4.1,4.5,1239752
06-06-19,4.1,4.3,4.1,4.2,191823
06-04-19,4.1,4.2,4,4.1,440350
06-03-19,4.1,4.1,4,4,7166
5/31/19,4,4,4,4,10013
5/30/19,4,4.1,4,4,6136
5/29/19,4,4,4,4,108100
5/28/19,4,4.1,4,4,23930
5/27/19,4.1,4.1,4,4,190422
5/24/19,4,4.1,4,4,5001
5/23/19,3.9,4.1,3.9,4,33350
5/22/19,4,4.1,4,4,13834
5/21/19,4,4.1,4,4,56900
5/17/19,4,4,4,4,42610
5/16/19,3.9,4,3.8,4,68806
5/15/19,3.9,4,3.9,3.9,424860
5/14/19,3.9,3.9,3.9,3.9,70201
5/13/19,4,4,4,4,30722
05-10-19,3.9,4,3.9,3.9,5792
05-09-19,3.9,3.9,3.9,3.9,81930
05-08-19,4,4,3.9,4,4960
05-07-19,3.9,4,3.9,4,68658
05-06-19,4,4.1,3.9,4,279598
05-03-19,3.9,4.1,3.9,4.1,219601
05-02-19,4,4,4,4,242795
4/30/19,4,4,4,4,6500
4/29/19,4,4.1,4,4,11849
4/26/19,4,4,3.9,4,53830
4/25/19,3.9,4.1,3.9,3.9,51783
4/24/19,3.9,4,3.9,4,115800
4/23/19,4.1,4.1,3.9,4,176960
4/18/19,4.2,4.3,4.2,4.2,123923
4/17/19,4.2,4.3,4.2,4.2,21675
4/16/19,4.2,4.2,4.1,4.2,12054
04-12-19,4.1,4.2,4.1,4.2,54949
04-11-19,4.2,4.2,4.1,4.1,101151
04-10-19,4.2,4.2,4.1,4.1,248320
04-09-19,4.1,4.1,4.1,4.1,69501
04-08-19,4.2,4.2,4,4.1,6401
04-05-19,4.1,4.2,4.1,4.1,70722
04-04-19,4.1,4.2,4.1,4.2,9089
04-03-19,4.1,4.2,4,4.1,9551
04-02-19,4,4.1,4,4,982
04-01-19,4.1,4.2,4,4,45697
3/29/19,4,4.1,4,4,102792
3/28/19,4,4.1,4,4,311810
3/27/19,4.1,4.1,4,4,15845
3/26/19,4,4.1,4,4,106761
3/25/19,4,4,4,4,3084
3/22/19,4,4.1,4,4.1,53002
3/21/19,4.1,4.1,4,4.1,15593
3/19/19,4.1,4.1,4,4.1,141396
3/18/19,4,4.1,4,4,19370
3/15/19,4,4.1,4,4,109171
3/14/19,4.1,4.1,4,4.1,1105203
3/13/19,4.1,4.2,4.1,4.1,118480
03-12-19,4.1,4.2,4.1,4.1,135691
03-11-19,4.1,4.2,4.1,4.1,304201
03-08-19,4.2,4.2,4.1,4.2,878502
03-07-19,4.2,4.3,4.1,4.2,7410
03-06-19,4.1,4.3,4.1,4.1,227743
03-05-19,4.1,4.3,4.1,4.1,156798
03-01-19,4.2,4.3,4.2,4.2,9155
2/28/19,4.2,4.3,4.1,4.2,7782964
2/27/19,4.2,4.3,4.1,4.2,87142
2/26/19,4.2,4.2,4.1,4.2,47561
2/25/19,4.1,4.2,4.1,4.1,61791
2/22/19,4.2,4.2,4.1,4.2,18684
2/21/19,4.1,4.3,4.1,4.1,387529
2/20/19,4.2,4.3,4.2,4.2,46201
2/18/19,4.3,4.3,4.2,4.3,722377
2/15/19,4.2,4.3,4.2,4.2,41889
2/14/19,4.3,4.4,4.2,4.3,65182
2/13/19,4.3,4.4,4.3,4.3,547464
02-12-19,4.3,4.4,4.2,4.3,1378296
02-11-19,4.3,4.4,4.3,4.3,722791
02-08-19,4.4,4.5,4.2,4.4,2698779
02-07-19,4.1,4.1,4.1,4.1,31000
02-06-19,4,4.2,4,4,31715
02-05-19,4.2,4.2,4,4.2,6692
02-01-19,4.1,4.2,4.1,4.1,27248
1/31/19,4,4.1,4,4,103573
1/30/19,4.1,4.2,4.1,4.1,120025
1/29/19,4.1,4.2,4.1,4.1,388947
1/28/19,4.1,4.2,4.1,4.1,655442
1/25/19,4.1,4.1,4,4.1,120111
1/24/19,4,4.1,4,4,4023
1/23/19,4,4.1,4,4,83127
1/22/19,4,4.1,4,4,82370
1/21/19,4,4.1,3.9,4,161816
1/18/19,4,4.1,4,4,60930
1/17/19,4,4.1,4,4,52177
1/16/19,4,4.1,4,4,799717
1/14/19,4.1,4.1,4,4.1,48001
01-11-19,4,4.1,4,4,25825
01-10-19,4.1,4.1,4,4.1,75006
01-09-19,4,4.1,4,4,11030
01-08-19,4.1,4.1,4,4.1,31108
01-07-19,4,4.1,4,4,732708
01-04-19,4.1,4.2,4,4.1,53059
01-03-19,4.1,4.2,4.1,4.1,302667
01-02-19,4.1,4.2,4.1,4.1,82615
12/31/18,4,4.1,4,4,281857
12/28/18,4.1,4.1,4.1,4.1,22143
12/27/18,4.1,4.2,4.1,4.1,45213
12/26/18,4.1,4.2,4,4.1,496848
12/24/18,4.1,4.2,4.1,4.1,12249
12/21/18,4.1,4.2,4.1,4.1,610
12/20/18,4.1,4.2,4.1,4.1,44340
12/19/18,4.1,4.2,4,4.1,666510
12/18/18,4.1,4.2,4,4.1,879555
12/17/18,4.1,4.1,4.1,4.1,19298
12/14/18,4.2,4.2,4,4.2,8315
12/13/18,4,4.3,4,4,952215
12-12-18,4.2,4.2,4.1,4.2,83255
12-11-18,4.2,4.2,4.1,4.2,360612
12-10-18,4.2,4.2,4.1,4.2,27001
12-07-18,4.2,4.2,4.1,4.2,20086
12-06-18,4.1,4.2,4,4.1,13628
12-05-18,4,4.1,4,4,63453
12-04-18,4.1,4.1,4,4.1,54910
12-03-18,4,4.1,3.9,4,116704
11/30/18,4,4.1,4,4,9775
11/29/18,4,4.1,4,4,274085
11/28/18,4,4.2,4,4,931482
11/27/18,4.1,4.2,4,4.1,161762
11/26/18,4,4.1,4,4,88402
11/23/18,4,4.1,4,4,2024097
11/21/18,4,4.1,4,4,12503
11/19/18,4.1,4.1,4,4.1,12150
11/16/18,4,4.1,3.9,4,204040
11/15/18,4,4.1,3.9,4,17941
11/14/18,4,4.1,4,4,288106
11/13/18,4.1,4.2,4,4.1,247457
11-12-18,4.1,4.2,4,4.1,340503
11-09-18,4.1,4.2,4,4.1,790864
11-08-18,3.9,4,3.9,3.9,169276
11-07-18,4,4.1,4,4,24922
11-05-18,4,4.2,4,4,217876
11-02-18,4.1,4.2,4,4.1,408378
11-01-18,4.1,4.2,4,4.1,6936939
10/31/18,4,4.1,3.9,4,1228694
10/30/18,4,4.2,3.9,4,1352870
10/29/18,4,4.1,3.9,4,688314
10/26/18,4,4,3.9,4,66250
10/25/18,3.9,4,3.9,3.9,127284
10/23/18,3.9,4,3.8,3.9,20646
10/22/18,3.9,4,3.8,3.9,32187
10/19/18,3.9,4,3.9,3.9,440160
10/18/18,3.9,4,3.9,3.9,72998
10/17/18,4,4,3.9,4,13623
10/16/18,3.9,4,3.8,3.9,115504
10/15/18,3.9,4,3.9,3.9,311129
10-12-18,3.9,4,3.9,3.9,4272772
10-11-18,3.9,4.1,3.9,3.9,109276
10-10-18,4,4.1,3.9,4,61422
10-09-18,4,4.1,3.9,4,131953
10-08-18,4,4.1,3.9,4,263100
10-05-18,4,4,4,4,133999
10-04-18,4,4,4,4,27000
10-03-18,4,4.1,3.9,4,709000
10-02-18,3.9,4,3.9,3.9,11484686
10-01-18,3.9,4,3.9,3.9,101400
9/28/18,4,4,3.9,4,357511
9/27/18,4,4,4,4,375000
9/26/18,3.9,4,3.9,4,442121
9/25/18,3.9,4,3.8,4,276238
9/21/18,4,4,3.9,3.9,650737
9/20/18,4,4,3.9,3.9,13015
9/19/18,4,4,3.8,3.9,209210
9/18/18,4,4,3.8,3.9,685154
9/17/18,4,4,3.9,3.9,108292
9/14/18,4,4,3.9,4,124136
9/13/18,4,4,3.9,4,5095
09-12-18,4,4,4,4,172960
09-11-18,4,4,4,4,23224
09-10-18,4,4,3.9,4,45091
09-07-18,4,4,4,4,154196
09-06-18,4,4,3.9,4,228197
09-05-18,4,4.1,3.9,4,220301
09-04-18,4,4.1,4,4,771045
09-03-18,4.1,4.1,4,4,30602
8/31/18,4,4.1,3.9,4,1123416
8/30/18,4,4.1,3.9,4,293681
8/29/18,4.1,4.1,4,4,47959
8/28/18,4,4,4,4,77210
8/27/18,4,4.1,4,4,391410
8/24/18,4,4.1,4,4,191803
8/23/18,4,4.1,4,4,366092
8/21/18,4.1,4.1,4,4,126020
8/20/18,4,4,4,4.1,1
8/17/18,4.1,4.1,4,4.1,63510
8/16/18,4,4.1,4,4.1,126641
8/15/18,4,4.1,4,4.1,72702
8/14/18,4,4.1,4,4.1,6004
8/13/18,4.2,4.2,4,4.1,14811
08-10-18,4.1,4.1,4.1,4.1,1457462
08-09-18,4.2,4.2,4.1,4.1,47714
08-08-18,4.1,4.2,4,4.2,1355705
08-07-18,4,4.1,4,4.1,352591
08-06-18,4,4,3.9,4,66163
08-03-18,4.1,4.2,4,4,330540
08-02-18,4,4.1,3.9,4,177529
08-01-18,4.1,4.1,4,4,238873
7/31/18,4.3,4.3,3.9,4,553579
7/30/18,4.2,4.2,4.1,4.1,9308
7/26/18,4.1,4.2,4,4.2,55519
7/25/18,4.2,4.2,4.1,4.2,108827
7/24/18,4.2,4.2,4.1,4.2,732
7/23/18,4.2,4.2,4.1,4.2,10672
7/20/18,4.2,4.3,4.2,4.2,1292869
7/19/18,4.2,4.2,4.1,4.1,131820
7/18/18,4.1,4.2,4.1,4.2,81513
7/17/18,4.1,4.2,4,4.1,4405164
7/16/18,4,4.2,4,4,66330
7/13/18,4.1,4.1,4,4,350242
07-12-18,4.1,4.2,4,4,439615
07-11-18,4,4,3.9,4,483792
07-10-18,3.9,4,3.9,3.9,2599897
07-09-18,4,4.1,4,4,44569
07-06-18,4,4.1,4,4,97971
07-05-18,4,4.1,4,4,573202
07-04-18,4,4,3.9,4,247112
07-03-18,4,4.1,3.9,3.9,104749
07-02-18,4,4,4,4,1174087
6/29/18,4.1,4.1,4,4,978871
6/28/18,4,4.1,4,4.1,114501
6/26/18,4.2,4.2,4,4,2881464
6/25/18,4.2,4.2,4.2,4.2,10120
6/22/18,4.3,4.3,4.1,4.1,101078
6/21/18,4.3,4.4,4.2,4.3,797750
6/20/18,4.4,4.5,4.2,4.3,588052
6/19/18,4.5,4.5,4.4,4.5,160600
6/18/18,4.5,4.5,4.4,4.4,9313
6/14/18,4.5,4.5,4.4,4.5,1359622
6/13/18,4.5,4.6,4.4,4.5,1873360
06-12-18,4.5,4.5,4.4,4.4,20450
06-11-18,4.4,4.5,4.4,4.5,31190
06-08-18,4.4,4.5,4.4,4.5,29504
06-07-18,4.6,4.6,4.4,4.5,127200
06-06-18,4.6,4.6,4.5,4.5,78746
06-05-18,4.6,4.6,4.5,4.5,11508
06-04-18,4.6,4.6,4.5,4.6,83199
06-01-18,4.6,4.7,4.5,4.6,189130
5/31/18,4.6,4.7,4.5,4.5,506028
5/30/18,4.8,4.8,4.6,4.6,2031
5/28/18,4.6,4.7,4.6,4.6,61680
5/25/18,4.6,4.7,4.6,4.7,38024
5/24/18,4.6,4.6,4.5,4.5,11500
5/23/18,4.6,4.6,4.6,4.6,90352
5/22/18,4.7,4.7,4.6,4.6,63960
5/21/18,4.7,4.7,4.6,4.7,30701
5/18/18,4.7,4.7,4.7,4.7,17901
5/17/18,4.7,4.7,4.7,4.7,251
5/16/18,4.7,4.7,4.7,4.7,157533
5/15/18,4.9,4.9,4.7,4.7,45296
5/14/18,4.8,4.8,4.7,4.8,166700
05-11-18,4.8,4.8,4.7,4.8,50036
05-10-18,4.8,4.8,4.7,4.8,95158
05-09-18,4.8,4.8,4.7,4.8,49839
05-08-18,4.8,4.8,4.7,4.7,86000
05-04-18,4.8,4.9,4.8,4.8,306045
05-03-18,4.9,4.9,4.8,4.9,61789
05-02-18,4.9,5,4.8,4.9,591070
05-01-18,5,5,4.9,4.9,14407
4/27/18,4.9,5,4.9,5,31240
4/26/18,4.9,5,4.9,4.9,16561
4/25/18,5,5,4.9,5,2451
4/24/18,4.9,5,4.9,5,44261
4/23/18,5,5,4.9,4.9,3310
4/20/18,5,5.1,4.9,4.9,175201
4/19/18,5,5,4.9,5,5990
4/18/18,5,5,4.9,5,20667
4/17/18,5,5,4.9,4.9,2190
4/16/18,5,5,4.9,4.9,100532
04-12-18,4.9,5,4.9,5,13422
04-11-18,5,5,4.9,5,8461
04-10-18,5,5,4.9,4.9,53404
04-09-18,5,5,4.9,5,17203
04-06-18,5,5,4.9,4.9,174923
04-05-18,5,5,4.9,4.9,17110
04-04-18,4.9,5,4.9,4.9,32600
04-03-18,5,5,4.9,5,25345
04-02-18,4.9,5,4.9,5,3811
3/29/18,5,5,4.9,4.9,65020
3/28/18,4.9,5,4.8,4.9,230890
3/27/18,5,5,4.9,5,12927
3/26/18,5.1,5.1,4.9,5,122304
3/23/18,5,5,5,5,389299
3/22/18,5,5.1,5,5,28059
3/21/18,5.1,5.1,5,5,4717
3/20/18,5.1,5.2,5,5,294375
3/19/18,5.2,5.2,5.1,5.1,30502
3/16/18,5.2,5.2,5.1,5.1,66632
3/15/18,5.2,5.3,5.1,5.2,98651
3/14/18,5.2,5.2,5.1,5.1,93062
3/13/18,5.3,5.3,5.2,5.2,70065
03-12-18,5.1,5.3,5,5.2,1775706
03-09-18,5,5.3,5,5,3591250
03-08-18,5,5,4.9,4.9,171255
03-07-18,4.9,5,4.9,5,59121
03-06-18,5,5,4.9,5,90051
03-05-18,5,5.1,5,5,88229
03-02-18,5.1,5.1,5,5,235560
2/28/18,5.1,5.1,5.1,5.1,18251
2/27/18,5.1,5.1,5,5.1,21622
2/26/18,5.1,5.1,5,5,547225
2/23/18,5.1,5.1,5.1,5.1,354401
2/22/18,5.1,5.1,5,5.1,88868
2/21/18,5.1,5.2,5.1,5.1,265669
2/20/18,5.3,5.3,5.1,5.2,3063
2/19/18,5.3,5.3,5.2,5.2,6001
2/16/18,5.3,5.3,5.2,5.2,30150
2/15/18,5.2,5.3,5.2,5.2,485923
2/14/18,5.4,5.4,5.2,5.2,56704
02-12-18,5.4,5.4,5.3,5.3,107300
02-09-18,5.4,5.4,5.3,5.3,99452
02-08-18,5.2,5.4,5,5,416708
02-07-18,5.1,5.2,5.1,5.2,2979
02-06-18,5.2,5.2,5,5.1,44689
02-02-18,5.2,5.2,5.1,5.1,7550
02-01-18,5.2,5.2,5.1,5.1,15070
1/30/18,5.2,5.2,5.1,5.1,61907
1/29/18,5.2,5.2,5.1,5.1,29730
1/26/18,5.1,5.2,5.1,5.1,13042
1/25/18,5.4,5.4,5.2,5.2,9221
1/24/18,5.4,5.4,5.2,5.2,26461
1/23/18,5.4,5.4,5.3,5.4,505
1/22/18,5.5,5.5,5.3,5.4,2300
1/19/18,5.5,5.5,5.5,5.5,1250
1/18/18,5.4,5.4,5.3,5.3,101500
1/17/18,5.4,5.5,5.3,5.3,75958
1/16/18,5.4,5.4,5.3,5.4,15393
01-12-18,5.5,5.5,5.3,5.3,29900
01-11-18,5.3,5.5,5.3,5.4,17178
01-10-18,5.5,5.5,5.4,5.4,14251
01-09-18,5.4,5.5,5.3,5.4,19304
01-08-18,5.6,5.6,5.5,5.5,107551
01-05-18,5.3,5.5,5.2,5.4,81013
01-04-18,5.3,5.3,5.2,5.3,25614
01-03-18,5.3,5.3,5.2,5.3,26487
01-02-18,5.3,5.3,5.2,5.3,89637
12/29/17,5.4,5.4,5.3,5.3,17298
12/28/17,5.5,5.5,5.3,5.4,56674
12/27/17,5.4,5.5,5.4,5.5,10204
12/26/17,5.4,5.5,5.4,5.4,120
12/22/17,5.5,5.5,5.3,5.3,132010
12/21/17,5.7,5.8,5.6,5.6,7622
12/20/17,5.4,5.5,5.4,5.5,5769
12/19/17,5.5,5.5,5.3,5.3,59766
12/18/17,5.4,5.4,5.4,5.4,215
12/15/17,5.5,5.5,5.3,5.3,3020
12/14/17,5.5,5.5,5.4,5.4,11000
12/13/17,5.5,5.5,5.4,5.4,57782
12-12-17,5.6,5.6,5.4,5.4,4101
12-11-17,5.5,5.5,5.4,5.4,8319
12-08-17,5.4,5.5,5.4,5.5,53292
12-07-17,5.6,5.6,5.5,5.5,2140
12-06-17,5.5,5.5,5.5,5.5,11115
12-05-17,5.5,5.6,5.5,5.5,7500
12-04-17,5.5,5.6,5.4,5.5,109130
11/30/17,5.5,5.5,5.4,5.5,19001
11/29/17,5.5,5.5,5.4,5.5,69823
11/28/17,5.5,5.5,5.5,5.5,7650
11/27/17,5.7,5.7,5.5,5.5,50500
11/24/17,5.6,5.7,5.5,5.7,23200
11/23/17,5.6,5.6,5.6,5.6,27235
11/22/17,5.6,5.6,5.5,5.5,6502
11/21/17,5.7,5.7,5.6,5.6,27300
11/20/17,5.7,5.7,5.6,5.6,31192
11/17/17,5.8,5.8,5.6,5.7,162712
11/16/17,5.5,5.7,5.5,5.7,18157
11/15/17,5.7,5.7,5.5,5.6,8799
11/14/17,5.6,5.7,5.6,5.6,287562
11/13/17,5.7,5.7,5.5,5.6,278876
11-10-17,5.8,5.8,5.8,5.8,2000
11-09-17,5.8,5.9,5.8,5.9,5412
11-08-17,5.8,5.8,5.7,5.7,1219131
11-07-17,5.8,5.8,5.7,5.8,118526
11-06-17,6,6,5.7,5.8,142021
11-02-17,6,6,5.8,5.8,379807
11-01-17,5.9,6,5.9,6,52222
10/31/17,5.9,5.9,5.8,5.8,3440
10/30/17,6,6,5.9,5.9,173600
10/27/17,5.9,6,5.9,6,25233
10/26/17,6,6,6,6,33135
10/25/17,6,6,6,6,88140
10/24/17,6.1,6.1,6,6,281774
10/23/17,6,6.1,6,6.1,42330
10/20/17,6.2,6.2,6,6,4258
10/19/17,6.1,6.2,6.1,6.1,73009
10/17/17,6.1,6.1,6.1,6.1,100
10/16/17,6.1,6.1,6.1,6.1,62089
10/13/17,6.2,6.2,6.1,6.1,111802
10-12-17,6.2,6.2,6.2,6.2,40102
10-11-17,6.1,6.2,6,6.1,185506
10-10-17,6.1,6.2,6.1,6.1,57926
10-09-17,6.2,6.2,6.1,6.2,18297
10-06-17,6.2,6.2,6.2,6.1,18
10-04-17,6.2,6.2,6.1,6.1,12662
10-03-17,6.2,6.2,6.1,6.1,3650
10-02-17,6.1,6.2,6.1,6.2,69550
9/29/17,6.1,6.3,6.1,6.1,722
9/28/17,6.2,6.2,6,6.1,3240
9/27/17,6.1,6.1,6.1,6.1,28225
9/26/17,6,6.2,6,6.1,197766
9/25/17,6.1,6.1,6.1,6.1,100
9/22/17,6.1,6.1,6,6,3000
9/21/17,6.2,6.2,6.1,6.1,73617
9/20/17,6.2,6.2,6.1,6.1,99830
9/19/17,6.1,6.1,6.1,6.1,16000
9/18/17,6.1,6.1,6,6.1,7050
9/15/17,6.1,6.1,6.1,6.1,8420
9/14/17,6,6,6,6,33915
9/13/17,6.1,6.1,6.1,6.1,26330
09-12-17,6.1,6.1,6,6,7450
09-08-17,6.1,6.2,6,6,11531
09-07-17,6.1,6.2,6.1,6.1,16830
