Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),ShareVolume
8/19/22,300,339.5,300,312.5,1198
8/18/22,297.75,347.5,270,332.75,1236
8/17/22,299,330,270,280.5,921
8/16/22,249,299,248.75,294,699
8/15/22,249,250,231,233.5,250
08-12-22,244.25,249.75,236,242.5,106
08-10-22,220.25,244.75,220.25,244,396
08-09-22,219.75,244.75,219.5,227.5,194
08-08-22,207,219.75,207,209.5,124
08-05-22,229.75,229.75,229.75,220.5,2
08-04-22,224.75,228,220.25,220.5,317
08-03-22,202,224.75,202,213,219
08-02-22,201.25,201.5,201.25,201.5,125
08-01-22,202,223.5,201.5,201.75,254
7/29/22,221.5,225,221.5,225,327
7/28/22,210,222.5,201.5,216.25,954
7/27/22,217.25,227,217.25,224.25,857
7/27/22,217.25,227,217.25,224.25,857
7/26/22,218,218.5,217.5,217.75,225
7/25/22,220,226.75,217.5,224,422
7/22/22,220,230.25,218.5,229.75,512
7/21/22,236.25,236.25,217.5,228.25,510
7/20/22,230,236.25,230,230.75,136
7/19/22,236.25,236.25,236.25,219,3
7/18/22,219,236.5,217.5,219,13
7/15/22,234.75,237.5,217.5,219,540
7/14/22,220.25,220.25,220.25,242.25,2
07-12-22,255,255,234,242.25,203
07-11-22,210,249.75,205,255,11
07-08-22,250,250,250,255,22
07-06-22,250.5,252,230,255,26
07-05-22,250,280,250,255,1449
07-04-22,324.25,343.75,324,330,975
07-01-22,319.5,319.5,317,318,130
6/30/22,301,313.75,301,306.75,179
6/29/22,319.5,319.5,305,299.75,4
6/28/22,300,300,298,299.75,222
6/27/22,300.75,318,294,300.5,103
6/24/22,300,320,298,300.5,793
6/23/22,293,300,293,298.5,114
6/22/22,299.75,300,293,296,228
6/21/22,292,299.75,292,292.25,193
6/20/22,300,300,299,299,36
6/17/22,271,297.75,270,299,51
6/16/22,299.75,300,297,299,1039
6/15/22,290,290,287.25,287.5,127
6/13/22,281.75,281.75,280,280.5,177
06-10-22,295,295,281,286.75,2
06-09-22,299.75,299.75,299.75,286.75,2
06-08-22,281,281,281,286.75,16
06-07-22,293,293,286.5,286.75,125
06-06-22,297,297,293,296,400
06-02-22,304.75,304.75,300,303.75,97
06-01-22,305,305.75,292,303.75,339
5/31/22,287.25,287.25,287.25,306,68
5/30/22,305.75,306,305.5,306,15
5/27/22,335,335,291,306,8
5/26/22,306,307,306,306,202
5/25/22,306,308,299.5,298,92
5/24/22,303,309.25,282.25,298,169
5/23/22,280,304,277,284.25,225
5/20/22,304.75,304.75,277,303,252
5/19/22,346.75,346.75,251.25,292.75,688
5/18/22,259.25,348,259.25,319.75,1767
5/17/22,275,288,275,279.25,251
5/13/22,224,245,224,231.75,563
05-12-22,196,205,196,197.5,136
05-09-22,151,199,151,165,58
05-05-22,180,182,150,165,445
4/28/22,150,150,150,150,1
4/27/22,125,125,125,150,50
4/26/22,151.25,151.25,131,150,537
4/25/22,151.25,151.25,151.25,156,20
04-08-22,158,158,158,156,15
04-07-22,156,156,156,156,100
04-05-22,201.5,201.5,201.5,201,8
3/30/22,236,236,200,201,870
3/29/22,305,305,250,266,4
3/25/22,309.25,309.25,309.25,266,1
3/21/22,299.75,299.75,299,266,8
3/18/22,266,266,266,266,67
3/15/22,266,266,265,266,234
03-10-22,285,295,285,270,43
03-09-22,282,282,270,270,463
03-08-22,292.5,319.75,281.25,287,303
03-07-22,327,341.5,300.25,328.75,219
03-04-22,300,300,286,286.25,392
03-03-22,300.25,300.25,286,311,19
03-02-22,310,311,310,311,617
2/28/22,330,330,300,307.75,39
2/25/22,309,320,300,307.75,192
2/24/22,309,309,277,322.5,92
2/23/22,302,309,271,322.5,39
2/22/22,316,330,316,322.5,7
2/21/22,320,343.25,315,322.5,277
2/18/22,350,350,332,341,25
2/17/22,344,349,344,341,20
2/15/22,333.5,344,333.5,341,121
2/14/22,323,333.5,323,325,66
02-11-22,323,333,323,325,28
02-10-22,323,333,323,325,77
02-09-22,340,345,323,325,99
02-08-22,330,330,321,325,581
02-07-22,327.5,327.75,325,326.75,145
02-03-22,320,320,320,315.25,57
02-02-22,329.75,329.75,315,315.25,309
02-01-22,310.25,317,310,315.5,322
1/31/22,348,348,320,323.75,159
1/28/22,336,336,331,334,334
1/27/22,337.5,352,335,344.25,33
1/26/22,337,345,337,344.25,23
1/25/22,345,345,337,344.25,222
1/24/22,340,350,340,343,220
1/21/22,338,338,335,335,173
1/20/22,349.75,350,349.5,349.75,117
1/19/22,340,340,330,337,106
1/18/22,355,363.5,340,341.75,967
1/13/22,350,350,341,343.5,769
01-12-22,364.75,364.75,346,346.5,353
01-11-22,350,350,346.25,349,16
01-10-22,350,350,348.25,349,779
01-07-22,374.75,374.75,346.75,349.75,2733
01-06-22,370,382.5,350,355.5,1085
01-05-22,376.75,388,363,375.5,266
01-04-22,350,380,350,376.75,722
01-03-22,338.25,403,338.25,340.25,1454
12/31/21,331.5,334,320,325.25,150
12/30/21,336.75,337,331.25,334,161
12/29/21,332,339,332,331.5,68
12/28/21,336,336,330,331.5,70
12/27/21,339,340,330.5,331.5,1057
12/24/21,340,340,328,328.5,206
12/23/21,332,340,325,327.75,320
12/22/21,330,350,330,332.5,133
12/21/21,368,368,325,329,5636
12/20/21,381,390,350,365.75,2504
12/17/21,382.25,397.25,380.25,381.25,177
12/16/21,390,390,390,387,1
12/15/21,399.75,399.75,380,387,105
12/14/21,388.25,395,388.25,389,167
12/13/21,402.75,402.75,385.25,387.75,118
12-10-21,380.25,401,380,389,675
12-09-21,381,404.75,357.75,391.75,1641
12-08-21,400.75,400.75,380,389.5,2160
12-07-21,419.75,419.75,399.5,400.25,818
12-06-21,419.75,420,400,400,2984
12-03-21,440,440,390,394,7435
12-02-21,447,462.75,436,439.75,3326
12-01-21,460.25,471,447.25,462.5,782
11/30/21,442.5,460.5,442.5,450,788
11/29/21,442,462.5,440,442,489
11/26/21,450,460,439.75,443.25,694
11/25/21,450,450,435.5,447.75,754
11/24/21,460.5,460.5,430,435.25,2182
11/23/21,455.25,475.25,450,451.5,2450
11/22/21,500,500,448.75,453.25,5693
11/19/21,500,504.75,448,455.75,7292
11/17/21,510,515.25,490.75,500,1904
11/16/21,528,528.5,502,510.25,841
11/15/21,506,530,501.25,524.75,2097
11-12-21,529.75,529.75,500,506.75,2883
11-11-21,510,520,490.25,514.25,3947
11-10-21,504,524.75,480,499.25,5604
11-09-21,600,600,478,486.75,8440
11-08-21,611,648,570,580,11074
11-05-21,512,610,512,576.25,29322
11-03-21,517.5,517.5,490,495.75,1445
11-02-21,519,519.75,510,517.5,1547
11-01-21,507.5,520,491,518.75,1601
10/29/21,505.25,510,490,507.5,1478
10/28/21,520,520,501,505.25,177
10/27/21,523,523,495,497,196
10/26/21,523,523,490,501.75,1231
10/25/21,525,525,513,519.5,548
10/22/21,520,540,512,514.25,8758
10/21/21,509.5,515,497,512.25,6688
10/18/21,480,512.5,480,502.75,874
10/15/21,515,515,467.5,487,658
10/14/21,479.75,500,479.75,483.75,23
10/13/21,460,470,460,483.75,76
10-12-21,482.25,482.25,482.25,483.75,20
10-11-21,468,479.75,468,483.75,36
10-08-21,483.5,483.75,470,483.75,27
10-07-21,480,480,475,483.75,81
10-06-21,479.75,489,479.75,483.75,307
10-05-21,465.25,465.25,460,461.5,225
10-04-21,479.75,490,469.75,473,2374
10-01-21,476.25,492,460,468,1595
9/30/21,480,488,465,475.5,1253
9/29/21,513.75,513.75,480,482,1185
9/28/21,509.5,530,485,489.75,2736
9/27/21,460,530,460,509.75,18822
9/24/21,430,445,423,440.5,4081
9/23/21,421,421,421,410.25,1
9/22/21,428.75,437.75,401.5,410.25,1237
9/21/21,413.75,444.5,400,416.75,1532
9/17/21,393,417,393,414.75,23
9/16/21,384.25,433,384.25,414.75,48
9/15/21,383.5,445,383.5,414.75,1039
9/14/21,390.5,395,385,386,134
9/13/21,390,410,390,390.75,76
09-10-21,388,402,388,390.75,929
09-09-21,390,438,390,388,36
09-08-21,412,412.25,385,388,2545
09-07-21,443.75,443.75,412,414.5,544
09-06-21,420.25,449.75,420,424.5,378
09-03-21,439,450,435,435.75,1026
09-02-21,440,458,438,441,63
09-01-21,473,473,440,441,1110
8/31/21,450,450,440,442.5,778
8/30/21,478,478,437,449.25,1042
8/27/21,472,475,435,459.75,2316
8/26/21,469,488,461,472,103
8/25/21,456,489,456,460.25,598
8/24/21,480,496.75,440,456,334
8/23/21,461,497.25,400,473.25,2144
8/20/21,457.75,493,457.5,463.25,682
8/19/21,510,530,446,474.25,1469
8/18/21,490,537,475,508.5,7230
8/17/21,484.75,484.75,427,478.75,395
8/16/21,380,504.75,380,389.75,112
8/13/21,470,481.5,463,467,872
08-12-21,483,483,460,461.25,921
08-11-21,460.25,483.75,460.25,479,205
08-10-21,475,488,468,469,1181
08-09-21,483,493,476,480,286
08-06-21,475,499,460,485,424
08-05-21,485,498,478.75,480,1069
08-04-21,505,505,490,490,2074
08-03-21,500,505,487,488.75,476
08-02-21,509.75,510,475.25,483.5,1109
7/30/21,500,510,475.25,481.25,2750
7/29/21,525,525,490,495.25,996
7/28/21,529,530,495,506.75,2005
7/27/21,544.5,554.75,530,536.25,1676
7/26/21,495,553,495,534.25,7582
7/22/21,390.5,465,375,464.75,7057
7/20/21,397,397,356.5,372,1058
7/19/21,424,424,351,380.25,3785
7/16/21,455,478.75,417.25,422.5,1647
7/15/21,499.75,500,450,451,3943
7/14/21,529.75,529.75,475,491.5,1521
7/13/21,544.75,544.75,505,506,2989
07-12-21,535,547,511,516,1044
07-09-21,550,585,545,550.5,831
07-08-21,574.5,574.5,527,550.75,609
07-07-21,520,574.5,520,558.5,1976
07-06-21,620,620,510.25,536,6034
07-05-21,420,577.25,420,567,9162
07-02-21,498,498,393.5,462.25,12757
07-01-21,610.75,690,500,524.5,15475
6/30/21,630,773.25,465,694.75,34922
6/29/21,505,618.75,500.25,618.75,16835
6/28/21,479.75,500.25,400,495,31431
6/25/21,370,400.25,325.5,400.25,19727
6/23/21,300,320.25,210,320.25,45145
6/22/21,250,256.25,250,256.25,7068
6/21/21,191,205,191,205,4125
6/18/21,148,164,135,164,10339
6/17/21,112,131.25,112,131.25,9970
6/16/21,88,105,88,105,15768
6/15/21,79.5,89.8,79,84,2528
6/14/21,70,80,70,73.8,2248
06-11-21,71,74.5,70.1,74.2,2143
06-10-21,67.5,68,67,68,250
06-09-21,65.7,65.7,65.7,65.7,100
06-04-21,73,80.5,66.1,72.9,358
06-03-21,73,73,73,71.6,9
06-01-21,70.9,73,70.9,71.6,1192
5/28/21,73,73,73,73,100
5/20/21,60.7,60.7,60.7,63,65
5/19/21,63,63,63,63,100
5/18/21,66.5,66.5,66.5,60,1
5/17/21,60,60,60,60,1
05-12-21,60,63.9,60,60,801
05-11-21,60,60,60,60,100
05-10-21,60,60,60,60,100
05-04-21,65,65,65,60.9,9
4/29/21,61.5,61.5,61.5,60.9,51
4/28/21,55.5,65.9,55.5,60.9,106
4/27/21,55.5,69.8,55.5,59.9,131
4/22/21,70,74.4,65,70,76
4/20/21,70,74.9,70,70,179
4/16/21,80,82,72,72.9,823
4/15/21,67.5,80,67.5,72.9,1096
04-12-21,68,68,67.9,67.9,301
04-09-21,67,69,67,68.3,944
04-08-21,66,66.9,62,65.2,1165
04-07-21,64,68,64,64.1,1087
04-06-21,55,68.5,53,62.7,1372
04-05-21,69.9,69.9,69.9,69.9,2
3/31/21,67,67,67,69.9,1
3/30/21,70,70,70,69.9,20
3/26/21,65.2,65.2,65.2,69.9,1
3/25/21,75,75,75,69.9,1
3/24/21,69.9,70,69.9,69.9,110
3/22/21,68.5,68.9,67,67.7,205
3/17/21,57.1,67.5,57.1,57.2,101
3/16/21,56,69.9,56,69.9,77
03-12-21,69.9,70,69.9,69.9,208
03-10-21,67.5,69.9,67,67.2,632
03-09-21,74.9,74.9,70,70,261
03-08-21,75,75,74,63.1,8
03-05-21,60.1,74,60.1,63.1,11
03-03-21,63.1,63.1,63.1,63.1,101
2/23/21,70.1,82,70,70.1,737
2/22/21,87.9,87.9,87.9,82.7,1
2/19/21,79,88.4,79,82.7,1329
2/18/21,81,82,78,79.7,411
2/17/21,84.1,84.1,84.1,84.1,7
2/15/21,80,89.8,80,84.1,109
02-12-21,79.7,90,79.7,89.2,285
02-11-21,78.2,78.2,72.4,80.7,50
02-10-21,92,92,79,80.7,398
02-09-21,88,90,87,87.1,121
02-08-21,93.7,94.4,88,88.9,587
02-05-21,94.2,106,93.8,95.6,1313
02-03-21,97.1,103.25,94.2,103.25,11
02-02-21,106.5,106.5,97.5,103.25,1601
02-01-21,122,122,100.25,105,155
1/29/21,121.5,124.75,121.5,121.75,5
1/27/21,122.5,122.5,121.75,121.75,1241
1/26/21,122.75,133,115.5,115.75,3186
1/25/21,115,129.75,115,125.5,4524
1/22/21,80.1,107,80.1,106.5,8603
1/21/21,82,86.5,78.3,85.6,3759
1/20/21,90.2,95,90,92,637
1/19/21,110,110,85,90.2,4469
1/18/21,100,106.25,100,104.25,12181
1/15/21,75,85,75,85,3729
1/13/21,59.8,68,59.8,68,13173
01-12-21,53,60,53,55.1,8421
01-11-21,55.6,55.7,48,48.4,1997
01-08-21,56.7,56.7,56.7,54,1
01-07-21,48,54.6,48,54,2329
01-06-21,47,50.9,47,49.8,112
01-05-21,45.4,45.4,44.5,44.9,18
01-04-21,46.3,46.3,45.4,44.9,11
12/31/20,49.8,49.8,45.5,44.9,74
12/30/20,47.2,50,47.2,44.9,26
12/28/20,46.3,47.2,46.3,44.9,43
12/24/20,44.9,45,44.8,44.9,3284
12/23/20,40,40,40,43.5,10
12/18/20,45.9,45.9,45.9,43.5,33
12/17/20,40,46.4,40,43.5,2704
12/16/20,40,40,40,40,226
12/15/20,40.5,40.5,40,40,164
12/14/20,41.5,44,41.5,41.9,212
12-11-20,39,39,39,42,50
12-09-20,41.5,42,41.5,42,113
12-08-20,40,40,40,43,5
12-07-20,44,44,44,43,15
12-04-20,40,43.5,40,43,810
12-03-20,38.6,44.9,38.6,44.1,1906
12-01-20,38.6,38.7,38.5,38.6,3325
11/16/20,39,39,39,39,100
11/13/20,36.1,36.1,36.1,36.1,300
11-12-20,39,39,39,39,2486
11-10-20,37,37,36,36.2,1379
11-06-20,36.1,41.4,36,38,559
11-05-20,37.6,42,37.6,37.7,4461
11-04-20,36,36,36,37.6,5
11-02-20,36.5,36.5,36.5,37.6,41
10/29/20,34,34,34,37.6,5
10/22/20,38,38,37.6,37.6,404
10/21/20,34.2,34.2,33.5,33.7,520
10/15/20,38.2,41.2,38,38,31
10/14/20,41.5,41.5,41.5,38,1
10-09-20,34,38,34,38,42
10-08-20,32.1,38,32.1,38,1120
10-06-20,38,44.9,38,39.4,538
10-05-20,48,48,40,40.4,133
10-02-20,38,38.6,38,38.4,408
9/29/20,38,38,38,31,1
9/25/20,38,38,38,31,1
9/23/20,34.6,34.6,30.1,31,200
9/16/20,38,38,38,34.5,16
9/15/20,39.9,39.9,39.9,34.5,29
09-11-20,32.3,34.5,32.3,34.5,130
09-08-20,32.3,32.3,32.3,32.2,25
09-03-20,36,36,36,32.2,95
09-02-20,32.2,32.2,32.2,32.2,175
8/31/20,36,36,36,31.6,5
8/28/20,31,33,31,31.6,544
8/27/20,36,36,36,36,8
8/25/20,42,42,42,36,1
8/20/20,37.9,37.9,37.9,36,3
8/19/20,35,36.9,35,36,6235
08-11-20,30.2,30.2,30.2,30.6,2
08-07-20,36.3,36.3,36.3,30.6,1
08-06-20,31.7,31.7,31.7,30.6,3
7/30/20,36.6,36.6,36.6,30.6,2
7/27/20,36.7,36.7,36.7,30.6,1
7/21/20,30.5,30.5,30.5,30.6,1
7/20/20,33,33,30.2,30.6,3555
7/17/20,33,34,33,33.7,319
07-06-20,37,37,36.8,37,105
6/24/20,31.1,31.1,31.1,31.1,92
6/23/20,31.1,31.1,31.1,31.1,100
6/22/20,32,35,32,31.1,51
6/19/20,39,39,31,31.1,101
6/18/20,32,32,32,32,100
6/17/20,32,32,32,31,10
6/15/20,31,31,31,31,140
06-12-20,30.6,30.6,30.6,32.1,65
06-11-20,32.1,32.1,32.1,32.1,1
06-09-20,36.9,36.9,36.9,32.1,12
06-02-20,36.8,36.8,32,32.1,171
06-01-20,33,33,33,32.4,50
5/29/20,32,33,32,32.4,117
5/28/20,29.8,33.1,29.8,28,19
5/27/20,28,28,28,28,400
5/19/20,33,33,33,28,42
5/13/20,28,28,28,28,429
03-12-20,27,27,27,34.3,15
03-11-20,27,39,27,34.3,3
03-06-20,33.5,33.5,33.5,34.3,1
03-05-20,35,35,35,34.3,18
03-04-20,39,39,39,34.3,1
03-03-20,39.9,39.9,39.9,34.3,1
03-02-20,34,34.4,34,34.3,418
2/27/20,34,34,34,34,505
2/26/20,35,35,32,32,517
2/24/20,36.9,36.9,36.9,36.9,15
2/19/20,36.9,36.9,36.9,36.9,10
02-06-20,44.4,44.4,44.4,36.9,1
1/23/20,45.8,45.8,42,36.9,51
1/22/20,46.9,46.9,35,36.9,217
01-07-20,41.7,44.8,38.5,38.6,310
01-02-20,39.1,39.1,39.1,38.8,62
12/31/19,38.8,38.8,38.8,38.8,288
12/27/19,47,47.7,47,47.7,80
12/24/19,47,54,38.2,47.7,1047
12/23/19,44.5,47.5,44.5,44.8,878
12/20/19,39,39,39,38.1,27
12/19/19,38.1,38.1,38.1,38.1,636
12/18/19,38,38.5,38,38.5,102
12/16/19,43,44.5,43,43.3,165
12/13/19,38,44.5,38,38,5001
12-06-19,50,51,50,45,41
11/26/19,45,45,45,45,1
11/21/19,46,46,45,45,257
11/18/19,45,45,45,45,200
11-01-19,40,41,40,40.5,1250
10/31/19,45,45,45,45,1300
10/30/19,45,45,42,40.3,12
10/23/19,44,44,44,40.3,1
10/17/19,40.1,40.1,40.1,40.3,2
10/15/19,41,41,40,40.3,1501
10-04-19,38.3,38.3,38.3,44.5,5
10-03-19,47.9,47.9,47.9,44.5,2
9/26/19,49.9,49.9,44.5,44.5,255
9/25/19,44.5,44.5,44.5,44.5,250
9/24/19,44.3,44.3,44.3,45,4
9/20/19,51,51,45,45,202
9/19/19,51.7,51.8,51.7,51.3,2
9/17/19,50,52,50,51.3,165
9/16/19,51.1,51.1,51.1,44,3
09-12-19,52,52,51,44,6
09-10-19,52.5,53,52.5,44,87
09-10-19,52.5,53,52.5,44,87
09-05-19,47,47,47,44,10
09-03-19,46.8,46.8,46.8,44,14
09-02-19,47,47,47,44,1
8/27/19,44,44,44,44,250
8/21/19,44.5,45,44.5,44.9,218
8/16/19,44.4,44.5,44.4,44.5,68
8/15/19,44.5,45,44.5,44.5,504
08-09-19,38.5,42,38.5,44.3,53
08-08-19,38,38,38,44.3,1
7/30/19,44,44,44,44.3,45
7/29/19,44.9,44.9,44.9,44.3,3
7/26/19,45,45,45,44.3,1
7/24/19,44.3,44.3,44.3,44.3,1
7/18/19,44.2,44.2,44.2,44.3,25
07-11-19,40,44.3,40,44.3,303
07-03-19,41.8,44.5,41.8,42.5,305
07-02-19,35,35,31.2,40,26
6/27/19,40,40,40,40,1
6/20/19,36,36,36,40,5
6/19/19,41.5,41.5,41.5,40,63
6/14/19,40,40,40,40,12
6/13/19,40,40,40,40,150
06-12-19,39.4,39.5,39.4,39.5,447
06-07-19,39.4,39.4,39.4,39.4,291
5/29/19,39.9,39.9,39.9,38,13
5/28/19,36.1,36.1,36.1,38,30
5/24/19,39.4,39.4,39.4,38,20
5/22/19,39.5,39.5,39.5,38,30
5/17/19,38,38,38,38,250
5/16/19,38,38,38,38,281
5/15/19,33.4,36,33.4,36,248
5/14/19,30.4,35,30.4,32.7,120
05-10-19,40,40,40,40,240
05-07-19,35.3,37.9,35.3,36.6,3014
05-06-19,36.5,38.9,36,36.1,1217
05-03-19,39.8,39.8,37,38,5
05-02-19,43.9,43.9,35.1,38,3048
4/30/19,44,49,43,44.3,835
4/25/19,39.8,39.8,39.8,39.9,31
4/24/19,37,37,36,39.9,36
04-11-19,42,42,42,39.9,36
04-08-19,36,36,36,39.9,27
04-04-19,39,39,39,39.9,23
04-03-19,38.5,41.9,38.5,39.9,526
04-02-19,38.5,38.5,38.5,31.6,75
04-01-19,30.8,31.8,30.7,31.6,500
3/27/19,36.1,36.1,36,36,212
3/21/19,39,39,39,39,441
3/15/19,45.7,45,45,45.7,21
3/14/19,45.7,47,42.9,45.7,1430
3/13/19,42.3,43.4,43,42.3,5
03-12-19,42.3,41.2,40,42.3,17
03-11-19,42.3,45,40,42.3,1213
03-07-19,39.4,39.9,38.6,39.4,1173
03-06-19,38.6,37.3,37.3,38.6,5
03-05-19,38.6,38.6,38.6,38.6,200
03-01-19,39.6,38.6,38.5,39.6,73
2/20/19,39.6,39.6,39.6,39.6,246
2/18/19,38,39.9,39.9,38,3
2/13/19,38,39.9,39.9,38,10
02-11-19,38,38,38,38,8
02-06-19,38,37.1,37.1,38,25
02-01-19,38,38.7,38.7,38,74
1/30/19,38,38,38,38,178
1/29/19,38,39,39,38,1
1/25/19,38,38,38,38,530
1/24/19,34.4,38,38,34.4,10
1/23/19,34.4,35,33.4,34.4,100
1/21/19,39.9,40.5,40.5,39.9,1
1/18/19,39.9,41,40,39.9,71
1/17/19,39.9,45,39.4,39.9,470
1/16/19,39.4,39.4,38.5,39.4,23
1/14/19,39.4,38,30,39.4,14
01-11-19,39.4,36.3,36.3,39.4,1
01-10-19,39.4,40.9,36,39.4,10
01-09-19,39.4,36.2,36.2,39.4,1
01-03-19,39.4,39,36.1,39.4,15
12/20/18,39.4,40,38,39.4,140
12-12-18,40.7,42.4,42.2,40.7,83
12-10-18,40.7,42.9,37.1,40.7,178
12-06-18,40,40,40,40,102
12-03-18,39.6,44,37.5,39.6,1839
11/30/18,39.9,39.9,39.9,39.9,51
11/27/18,39.9,39.9,39.9,39.9,100
11/21/18,40,41.9,40,40,255
11/16/18,40.1,40,40,40.1,20
11/14/18,40.1,38.1,32.2,40.1,97
11-12-18,40.1,41.9,41.9,40.1,6
11-09-18,40.1,40,40,40.1,39
11-05-18,40.1,42,40,40.1,1142
11-02-18,41,44.7,41,41,310
11-01-18,41,44.8,37,41,61
10/31/18,41,44.8,38.1,41,24
10/30/18,41,41.9,39.7,41,1291
10/29/18,44.4,48,44,44.4,120
10/19/18,42,42.4,38.1,42,53
10/18/18,42,43,42.9,42,92
10-12-18,42,43.9,42,42,5
10-09-18,42,42,41.5,42,502
10-08-18,42,44.8,41,42,237
9/27/18,40,43.4,40,40.2,211
9/25/18,40.1,40.1,40.1,48.2,50
9/17/18,43.9,43.9,43.9,48.2,3
09-12-18,43,43,43,48.2,2
09-06-18,43,47.4,43,48.2,26
09-05-18,47.2,47.2,43,48.2,3
09-04-18,42,47.2,42,48.2,41
09-03-18,41.1,45.9,41.1,48.2,10
8/31/18,47.9,48.4,47.9,48.2,1000
8/30/18,42,42,42,40.9,1
8/28/18,40.8,42,40.8,40.9,128
8/23/18,40.2,40.2,38,42.8,66
8/20/18,41,45,41,42.8,485
8/16/18,40,41.5,40,37.1,29
8/15/18,37.1,37.1,37.1,37.1,100
8/14/18,36.5,36.5,36.5,44.9,4
08-09-18,45,45,45,44.9,10
08-07-18,44.9,44.9,44.9,44.9,100
08-06-18,44,44,44,44,200
08-03-18,44,44,44,39,1
08-02-18,46.7,46.7,37.1,39,2051
08-01-18,45.4,46.9,45.3,44,40
7/31/18,46.9,46.9,46.8,44,29
7/30/18,44,47.8,43,44,1627
7/26/18,45,47.8,44,44,379
7/24/18,47.1,47.1,45.2,48.1,19
7/23/18,49.5,49.5,49.5,48.1,28
7/20/18,47.7,49.5,47.1,48.1,141
7/19/18,47.5,47.5,46.2,46.6,31
7/18/18,47,48,45,46.6,602
7/17/18,45.9,48,45.9,46.3,5322
7/16/18,46,46.1,43.5,43.5,173
7/13/18,46,50,46,47.9,5257
07-09-18,40,40.1,40,42.6,96
07-06-18,43,43,43,42.6,2
07-05-18,41,43.9,41,42.6,1464
07-03-18,41.8,41.8,41.8,40,1
07-02-18,41.5,41.5,39.9,40,13
6/29/18,40,40.1,40,40,259
6/28/18,37.1,37.1,37.1,37.1,248
6/26/18,37.2,37.2,37.2,37.3,29
6/25/18,37.3,37.3,37.3,37.3,200
6/22/18,37.1,37.1,37,37.4,80
6/21/18,37.2,37.2,37.2,37.4,99
6/20/18,37.1,37.5,37.1,37.4,690
6/19/18,41,41,35,40.6,10
6/14/18,40.6,40.6,40.6,40.6,50
6/13/18,40.6,40.6,40.6,40.6,606
06-12-18,44,44,44,43.4,2
06-11-18,44.2,44.8,44.2,43.4,11
06-08-18,41,44.9,41,43.4,915
06-07-18,41.3,41.3,41,41,300
06-06-18,42.1,42.1,42,42,600
06-05-18,41.1,46.5,41.1,46.5,509
5/31/18,45,45,45,45,200
5/30/18,47,47,47,40.2,50
5/28/18,41,41,40.1,40.2,752
5/25/18,42,42,40.5,41.9,169
5/24/18,51,51,40,40.7,497
5/22/18,51.3,51.3,51.3,41.1,1
5/21/18,45,45,40,41.1,1114
5/17/18,47.1,47.1,47.1,52,10
5/16/18,53.9,53.9,53.9,52,1
5/15/18,58,58,51.2,52,641
5/14/18,51.5,60,47,55,1218
